ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Spending,Children,TotalCampaignsAccepted,Total_Purchases,cluster_k2,cluster_k5,cluster_k7,cluster_k9
1802,1971,Graduation,Married,64795,0,1,17-01-2013,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,3,11,0,54,680,1,0,21,0,2,2,2
520,1974,Graduation,Married,34421,1,0,01-07-2013,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0,51,30,1,0,4,1,4,4,4
8275,1965,PhD,Divorced,47025,1,1,09-02-2014,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,60,20,2,0,4,1,4,4,7
9750,1961,PhD,Divorced,64325,0,1,07-02-2013,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,3,11,0,64,1307,1,0,23,0,2,2,2
2607,1953,Graduation,Single,40464,0,1,11-01-2013,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,3,11,0,72,630,1,0,24,1,2,2,2
7214,1957,Graduation,Married,62187,0,0,05-07-2013,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,3,11,0,68,1283,0,0,18,0,3,5,5
5835,1976,PhD,Divorced,14849,1,0,02-07-2013,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,3,11,0,49,65,1,0,9,1,4,4,7
3896,1984,Graduation,Married,27255,1,0,07-11-2013,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,41,37,1,0,5,1,4,4,4
10350,1950,PhD,Married,54432,2,1,09-05-2013,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,3,11,0,75,38,3,0,5,1,4,4,7
7786,1986,PhD,Single,29999,1,0,13-02-2013,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,3,11,0,39,160,1,0,12,1,4,4,7
2861,1983,Graduation,Single,24072,1,0,16-04-2013,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,3,11,0,42,23,1,0,4,1,4,4,4
663,1989,PhD,Single,33996,0,0,11-09-2013,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,36,71,0,0,6,1,4,4,7
10675,1956,PhD,Married,66334,0,1,03-04-2013,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,3,11,1,69,1161,1,1,19,0,2,2,2
2521,1971,Master,Married,35178,1,0,10-01-2013,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,54,59,1,2,5,1,4,4,7
9592,1983,Graduation,Together,22010,1,0,30-06-2013,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,3,11,0,42,33,1,0,7,1,4,4,4
10151,1960,Graduation,Divorced,62204,0,2,12-09-2012,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,3,11,0,65,946,2,0,22,0,3,3,3
7381,1968,Graduation,Divorced,75693,0,0,06-12-2012,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,3,11,1,57,1442,0,4,22,0,0,0,8
4099,1972,Graduation,Married,30675,1,0,12-11-2012,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,3,11,0,53,62,1,0,5,1,4,4,4
9560,1965,Graduation,Together,83003,0,0,03-03-2013,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,3,11,1,60,1674,0,2,22,0,0,0,8
1150,1899,PhD,Together,83532,0,0,26-09-2013,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,3,11,0,126,1853,0,1,15,0,3,5,8
10172,1988,Graduation,Single,68655,0,0,10-08-2012,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,3,11,0,37,1538,0,0,21,0,3,3,5
11191,1986,Graduation,Divorced,41411,0,0,07-12-2013,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,3,11,0,39,139,0,0,8,1,4,4,4
9707,1969,PhD,Married,55212,0,1,23-11-2012,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0,56,1182,1,2,20,0,1,1,0
6245,1950,PhD,Together,59292,0,1,13-06-2013,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0,75,507,1,0,18,1,2,2,2
8234,1973,Basic,Together,27190,1,0,15-08-2013,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,3,11,1,52,18,1,2,4,1,4,6,6
1411,1952,Graduation,Divorced,82623,0,0,10-11-2013,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,3,11,0,73,940,0,0,16,0,3,3,3
8553,1965,Graduation,Married,44300,1,1,23-06-2013,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,3,11,0,60,42,2,0,6,1,4,4,4
1826,1970,Graduation,Divorced,84835,0,0,16-06-2014,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,3,11,1,55,1190,0,1,15,0,3,3,3
8842,1971,Graduation,Widow,30372,1,1,25-12-2012,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,54,44,2,0,8,1,4,4,4
11030,1976,Master,Married,33181,1,0,03-01-2014,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,3,11,0,49,16,1,1,4,1,4,4,7
2579,1957,Graduation,Married,71113,0,1,17-12-2013,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,3,11,0,68,835,1,0,26,0,2,2,2
175,1986,Graduation,Married,71952,1,0,10-01-2013,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,39,1443,1,2,22,0,3,3,8
9185,1966,PhD,Single,69759,0,0,28-10-2013,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,3,11,1,59,1029,0,1,18,0,3,5,5
11056,1974,Graduation,Married,72099,0,0,27-10-2012,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,3,11,0,51,1188,0,0,18,0,3,3,5
9365,1976,PhD,Single,60000,0,1,22-12-2012,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,3,11,0,49,1277,1,0,24,0,2,2,2
6201,1978,Graduation,Single,38643,1,1,29-11-2013,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,3,11,0,47,49,2,0,7,1,4,4,7
2061,1955,Graduation,Married,50737,0,1,11-05-2013,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,3,11,0,70,99,1,1,7,1,1,1,1
6184,1969,PhD,Married,68462,0,0,12-12-2012,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,3,11,0,56,1670,0,0,15,0,3,5,5
6142,1943,Master,Married,65073,0,0,20-08-2013,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,3,11,0,82,900,0,0,14,1,2,5,7
4107,1948,PhD,Together,46681,0,2,08-10-2013,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,3,11,0,77,425,2,0,16,1,2,2,2
7274,1957,Graduation,Married,78618,0,0,28-09-2012,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,3,11,0,68,2153,0,1,22,0,3,3,3
9336,1969,PhD,Widow,62187,0,1,22-03-2014,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,3,11,0,56,636,1,0,21,1,2,2,2
2958,1978,Graduation,Married,28442,2,0,24-02-2014,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,3,11,0,47,57,2,0,10,1,4,4,4
933,1978,PhD,Married,37717,1,0,23-11-2012,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,47,25,1,0,4,1,4,4,7
5837,1967,Graduation,Married,51479,1,1,28-12-2012,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,3,11,0,58,494,2,0,22,1,2,2,2
10704,1969,Graduation,Single,54803,0,1,21-08-2012,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,3,11,0,56,693,1,0,19,0,2,2,2
5125,1960,Graduation,Married,79530,0,0,17-05-2013,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,3,11,0,65,1348,0,0,26,0,3,5,5
4432,1976,Graduation,Divorced,31615,1,0,16-03-2013,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,3,11,0,49,51,1,0,7,1,4,4,4
5955,1962,Graduation,Together,72025,0,0,17-11-2012,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,3,11,0,63,1932,0,0,16,0,3,3,3
2928,1975,PhD,Single,52614,0,1,01-12-2012,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,50,990,1,0,16,1,2,2,2
5680,1984,2n Cycle,Married,35684,1,0,22-04-2014,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,41,30,1,0,5,1,4,4,4
10313,1975,Graduation,Married,48178,1,1,28-10-2012,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,3,11,0,50,254,2,0,16,1,4,2,4
2557,1970,Master,Single,29548,1,0,29-08-2013,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,3,11,0,55,29,1,1,5,1,4,4,7
1245,1966,Graduation,Single,63810,0,1,11-11-2012,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,3,11,0,59,1371,1,1,23,0,1,1,1
1519,1972,PhD,Single,38578,1,1,22-06-2013,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,1,53,73,2,1,9,1,4,4,7
10703,1975,Master,Single,46098,1,1,18-08-2012,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,3,11,0,50,120,2,0,11,1,4,4,7
1726,1970,Graduation,Single,22585,0,0,18-03-2013,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,3,11,1,55,81,0,2,5,1,4,4,4
4459,1989,Graduation,Single,30279,1,0,30-12-2012,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,36,37,1,0,5,1,4,4,4
1729,1961,PhD,Together,66426,0,1,02-10-2013,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,3,11,0,64,1377,1,0,20,0,2,2,2
1517,1969,Graduation,Single,30822,1,0,14-06-2013,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,3,11,0,56,51,1,0,5,1,4,4,4
2098,1969,PhD,Married,33581,2,0,08-01-2013,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,56,17,2,0,4,1,4,4,7
9543,1985,Graduation,Married,19986,1,0,14-11-2013,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,40,22,1,0,4,1,4,4,4
6878,1954,Graduation,Widow,27421,0,0,12-12-2012,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,3,11,0,71,324,0,0,14,1,2,2,4
3310,1973,2n Cycle,Married,35688,2,1,22-08-2012,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,3,11,0,52,211,3,0,16,1,4,4,4
2724,1981,Master,Single,36143,1,0,30-03-2014,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,3,11,0,44,19,1,0,4,1,4,4,7
948,1971,Graduation,Single,10245,1,0,15-05-2013,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,3,11,0,54,41,1,0,8,1,4,4,4
6720,1968,Master,Together,43795,0,1,16-10-2013,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,3,11,1,57,492,1,2,17,1,1,1,1
6202,1960,Graduation,Together,63381,0,1,05-10-2012,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,65,1005,1,0,26,0,2,2,2
2066,1949,Graduation,Together,38823,0,1,30-08-2012,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,3,11,0,76,114,1,0,7,1,4,4,4
9799,1968,PhD,Divorced,83664,1,1,08-05-2013,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,3,11,0,57,1173,2,0,19,0,2,2,2
8318,1979,Graduation,Together,90300,0,0,03-01-2014,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,3,11,0,46,1738,0,1,19,0,3,3,8
5642,1979,Master,Together,62499,1,0,09-12-2013,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,3,11,0,46,222,1,0,12,1,4,4,7
2669,1993,Graduation,Single,74293,0,0,04-05-2014,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0,32,1127,0,0,16,0,3,3,3
455,1946,PhD,Married,51012,0,0,18-04-2013,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,79,209,0,0,10,1,2,4,7
7683,1968,Master,Married,70777,0,1,25-02-2014,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,3,11,0,57,787,1,0,23,0,2,2,2
3428,1991,PhD,Together,68682,0,0,06-10-2013,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,34,1598,0,0,24,0,3,5,5
7414,1971,Graduation,Married,43824,1,1,15-09-2012,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,3,11,0,54,186,2,0,12,1,4,4,4
6354,1984,Graduation,Together,15345,1,0,31-08-2012,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,3,11,1,41,47,1,1,6,1,4,4,4
798,1987,Graduation,Single,23442,1,0,24-12-2012,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,38,27,1,0,5,1,4,4,4
8213,1980,2n Cycle,Together,14515,1,0,09-11-2012,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,3,11,1,45,96,1,1,11,1,4,4,4
2488,1956,2n Cycle,Divorced,31395,1,1,23-03-2013,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,3,11,0,69,64,2,0,10,1,4,4,4
9999,1965,Graduation,Together,75276,0,0,27-09-2012,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,3,11,0,60,1040,0,0,23,0,3,3,3
7617,1974,Graduation,Single,42373,1,1,15-08-2013,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,3,11,0,51,163,2,0,13,1,4,4,4
615,1960,Graduation,Together,30507,0,0,11-03-2013,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,3,11,0,65,343,0,0,11,1,4,4,4
2552,1955,PhD,Single,55521,1,2,22-10-2013,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,3,11,1,70,446,3,2,24,1,1,1,1
194,1965,Graduation,Married,48006,1,1,09-06-2014,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,60,41,2,0,5,1,4,4,4
3645,1972,PhD,Single,27213,1,0,30-08-2012,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,3,11,1,53,70,1,1,9,1,4,4,7
8890,1971,PhD,Divorced,65808,1,1,30-05-2014,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,3,11,0,54,272,2,0,14,1,2,2,7
5049,1974,PhD,Together,30351,1,0,06-06-2013,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,3,11,0,51,46,1,0,6,1,4,4,7
9973,1963,Graduation,Married,50437,0,2,17-10-2012,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,3,11,0,62,490,2,0,19,1,2,2,2
7301,1982,2n Cycle,Single,23616,1,0,17-11-2012,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,3,11,1,43,79,1,1,8,1,4,4,4
10882,1976,Graduation,Married,53858,0,1,09-11-2012,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,3,11,0,49,915,1,0,17,0,2,3,3
7030,1955,PhD,Married,66465,0,1,30-03-2013,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,3,11,0,70,1485,1,1,35,0,2,5,2
7422,1987,Graduation,Single,46923,1,0,22-08-2012,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,3,11,0,38,369,1,0,16,1,4,4,4
3523,1962,Graduation,Together,75072,0,1,23-01-2013,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,3,11,0,63,1073,1,0,19,0,2,2,2
7106,1943,PhD,Married,75865,0,0,31-03-2014,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,3,11,0,82,1242,0,0,19,0,3,5,5
6504,1975,2n Cycle,Together,19789,1,0,20-11-2013,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,3,11,0,50,78,1,1,9,1,4,4,4
5067,1994,Graduation,Together,80134,0,0,14-02-2014,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,3,11,0,31,1378,0,4,21,0,0,0,0
4216,1981,Graduation,Single,91065,0,0,22-02-2013,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1,44,1474,0,3,26,0,0,0,8
8581,1971,Master,Married,49505,1,1,05-03-2013,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,3,11,0,54,751,2,0,29,1,2,2,2
5929,1973,PhD,Married,37401,1,0,06-05-2014,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,52,48,1,0,7,1,4,4,7
3129,1983,Graduation,Married,30096,1,0,22-05-2014,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,42,45,1,0,6,1,4,4,4
6528,1982,Master,Together,18492,1,0,05-06-2014,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,43,10,1,0,4,1,4,4,7
1361,1974,Master,Married,82584,0,0,04-06-2013,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,1,51,1435,0,3,16,0,0,0,8
6932,1941,PhD,Married,93027,0,0,13-04-2013,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,3,11,0,84,2119,0,1,22,0,3,5,8
7284,1953,Graduation,Married,48686,1,2,04-12-2013,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,72,20,3,0,4,1,4,4,4
1340,1986,Graduation,Married,92910,0,0,24-04-2014,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,3,11,0,39,1795,0,3,27,0,0,0,8
8746,1989,Graduation,Married,75433,1,0,05-04-2014,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,3,11,0,36,1188,1,2,19,0,1,1,1
5987,1989,2n Cycle,Together,10404,1,0,04-05-2014,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0,36,43,1,0,7,1,4,4,4
3767,1968,Graduation,Married,61314,0,1,25-04-2013,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0,57,1008,1,0,24,0,3,3,3
3725,1961,PhD,Single,84865,0,0,09-05-2013,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1,64,1688,0,5,16,0,0,0,0
4324,1989,Graduation,Married,42387,1,0,29-10-2012,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,3,11,0,36,684,1,0,21,1,2,2,2
238,1967,2n Cycle,Together,67309,1,1,23-01-2013,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,0,58,1082,2,0,39,0,2,2,2
6694,1964,Graduation,Married,75236,0,1,25-11-2013,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0,61,1068,1,0,25,0,3,3,2
498,1970,Graduation,Single,30015,1,0,02-02-2014,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,55,57,1,0,7,1,4,4,4
9347,1956,Master,Together,50943,0,1,21-06-2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,69,46,1,0,5,1,4,4,7
9699,1966,Graduation,Divorced,67272,0,1,21-12-2013,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,59,733,1,0,23,0,2,2,2
10664,1949,Master,Widow,51529,0,1,07-09-2013,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,76,467,1,0,17,1,2,2,2
5455,1971,PhD,Married,32011,1,0,22-08-2013,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,54,122,1,0,10,1,4,4,7
456,1986,2n Cycle,Married,7500,1,0,07-02-2013,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,39,36,1,0,7,1,4,4,4
5012,1989,Graduation,Married,28691,1,0,04-07-2013,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,36,34,1,0,5,1,4,4,4
7495,1948,PhD,Married,56223,0,1,20-12-2013,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,77,156,1,0,10,1,2,2,7
5029,1946,Graduation,Married,18100,0,0,06-08-2013,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,79,14,0,0,4,1,4,4,4
10642,1989,Graduation,Single,30279,1,0,30-12-2012,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,36,37,1,0,5,1,4,4,4
2106,1974,2n Cycle,Married,20130,0,0,17-03-2014,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,51,34,0,0,5,1,4,4,4
10364,1959,Graduation,Divorced,23295,0,0,13-07-2013,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,66,20,0,0,4,1,4,4,4
5954,1972,Master,Divorced,42618,1,0,09-10-2013,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,53,192,1,0,11,1,4,4,7
1137,1964,Graduation,Single,81246,0,0,29-12-2013,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,61,1379,0,2,17,0,3,3,3
2541,1976,Graduation,Married,24027,1,0,09-06-2013,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,49,48,1,0,7,1,4,4,4
1142,1953,PhD,Married,55707,0,1,22-12-2013,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,72,428,1,0,16,1,2,2,2
2276,1955,Graduation,Single,57959,0,1,02-05-2013,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,70,868,1,0,27,0,2,2,2
2807,1969,Graduation,Married,56796,0,1,16-02-2013,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,56,1001,1,0,27,0,2,2,2
6471,1971,Master,Single,36230,1,0,17-10-2013,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,54,59,1,0,7,1,4,4,7
6131,1980,2n Cycle,Married,70829,1,1,01-12-2013,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,45,431,2,0,16,1,2,2,2
6233,1976,Graduation,Married,65991,0,1,07-09-2012,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,49,971,1,0,27,0,2,2,2
4148,1972,Graduation,Married,38988,1,2,20-08-2012,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,53,348,3,0,19,1,2,2,2
4947,1966,2n Cycle,Single,89572,0,0,15-09-2012,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,59,2059,0,3,24,0,0,0,8
3225,1984,Master,Married,42207,1,0,01-04-2013,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,41,265,1,2,14,1,4,4,7
7540,1952,Graduation,Married,50300,0,1,25-05-2014,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,73,270,1,0,13,1,2,2,2
10648,1982,2n Cycle,Together,66664,0,0,25-09-2012,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,43,1289,0,0,19,0,3,3,3
1992,1964,Graduation,Married,60597,0,1,01-01-2014,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,61,893,1,2,16,0,2,2,2
7851,1949,Graduation,Widow,70165,0,0,22-09-2013,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,76,926,0,0,22,0,3,3,3
8594,1958,PhD,Widow,50520,0,1,28-01-2014,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,67,135,1,0,9,1,2,2,7
7059,1963,Graduation,Married,80124,0,0,26-06-2014,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,62,1495,0,1,19,0,3,3,3
2815,1975,Graduation,Married,33183,1,0,24-02-2014,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,50,120,1,0,9,1,4,4,4
2416,1969,PhD,Single,66582,0,0,03-03-2014,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,56,1288,0,0,20,0,3,5,5
7999,1955,PhD,Together,75261,0,0,23-04-2013,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,70,1743,0,3,17,0,0,0,8
9213,1970,Graduation,Widow,31880,1,0,31-10-2012,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,55,15,1,0,4,1,4,4,4
9697,1951,Graduation,Married,53790,0,2,06-03-2014,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,74,542,2,0,20,1,2,2,2
3916,1971,PhD,Together,49269,1,0,15-08-2012,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,54,890,1,0,25,1,2,2,2
2021,1975,Graduation,Married,61456,0,1,27-03-2013,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,50,1388,1,0,33,0,3,3,3
1581,1980,Graduation,Married,37406,1,0,10-10-2013,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,45,17,1,1,4,1,4,4,4
564,1981,PhD,Together,56937,1,0,04-08-2012,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,44,906,1,2,30,0,1,1,1
6619,1978,Graduation,Married,38415,1,1,02-01-2013,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,47,44,2,0,6,1,4,4,4
9081,1988,Graduation,Single,20518,1,0,18-05-2014,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,37,25,1,0,5,1,4,4,4
