Budget,Clicks,Conversions,Revenue_Generated,ROI,Subscription_Tier,Subscription_Length,Discount_Level,Units_Sold,Bundle_Price,Customer_Satisfaction_Post_Refund,Common_Keywords,Budget_Category,ROI_Category,Subscription_Length_Category,Discount_Category,Satisfaction_Category
6117.15,3277,763,4438.76,1.57,Standard,22,60,187,256.08,4,Innovative,Low,Poor,Long,Very High,High
10080.01,1473,318,83784.31,4.4,Premium,1,36,87,480.08,4,Durable,Low,Excellent,Short,Medium,High
43266.26,3920,502,83934.11,1.08,Standard,30,68,184,390.62,2,Stylish,Very High,Poor,Very Long,Very High,Low
17041.72,2093,138,44793.17,2.37,Basic,35,32,94,277.66,4,Stylish,Medium,Average,Very Long,Medium,High
11240.94,1981,774,94827.33,4.27,Premium,27,63,91,415.92,3,Affordable,Low,Excellent,Long,Very High,Medium
22693.19,2111,502,8097.44,2.7,Standard,27,33,41,407.35,3,Stylish,Medium,Average,Long,Medium,Medium
46936.58,3915,524,7234.51,4.34,Standard,14,49,119,426.74,3,Innovative,Very High,Excellent,Medium,High,Medium
16404.62,3665,79,25954.93,2.94,Standard,25,36,115,434.84,1,Stylish,Medium,Good,Long,Medium,Low
23974.88,3157,304,23341.04,4.39,Basic,15,39,67,294.58,2,Affordable,Medium,Excellent,Medium,Medium,Low
8061.85,4138,207,22329.02,3.47,Standard,15,61,27,68.77,2,Affordable,Low,Good,Medium,Very High,Low
17898.14,1604,354,63782.54,1.0,Premium,23,35,27,372.61,4,Innovative,Medium,Poor,Long,Medium,High
28387.65,3545,398,74663.72,2.1,Basic,17,10,87,162.3,4,Durable,High,Average,Medium,Low,High
522.31,4441,798,58226.85,2.04,Standard,6,53,88,433.33,1,Innovative,Low,Average,Short,High,Low
21463.01,3317,346,47610.11,2.61,Standard,14,67,100,455.14,3,Affordable,Medium,Average,Medium,Very High,Medium
42257.54,1345,866,4862.18,1.62,Standard,26,20,156,374.96,3,Durable,Very High,Poor,Long,Low,Medium
48497.82,564,756,36501.26,2.26,Basic,2,23,158,80.0,4,Stylish,Very High,Average,Short,Low,High
8346.28,3665,517,79994.05,1.49,Standard,26,10,89,358.98,3,Innovative,Low,Poor,Long,Low,Medium
15816.88,2317,756,12882.91,3.12,Standard,32,11,82,172.07,2,Innovative,Medium,Good,Very Long,Low,Low
19734.46,2729,173,36205.31,4.19,Premium,1,57,56,252.75,4,Durable,Medium,Excellent,Short,Very High,High
18400.04,1699,834,87446.23,3.29,Premium,3,44,62,123.43,2,Durable,Medium,Good,Short,High,Low
28904.65,1750,606,88958.51,1.07,Standard,33,27,29,59.9,2,Durable,High,Poor,Very Long,Medium,Low
42355.56,1946,681,32786.38,4.41,Standard,30,13,146,97.17,1,Durable,Very High,Excellent,Very Long,Low,Low
30721.95,1628,645,48733.53,3.59,Premium,2,45,176,202.93,3,Durable,High,Good,Short,High,Medium
19278.13,694,311,25617.87,3.0,Standard,6,57,85,159.68,2,Stylish,Medium,Good,Short,Very High,Low
46114.34,4205,659,73645.34,1.28,Basic,25,21,117,492.94,1,Durable,Very High,Poor,Long,Low,Low
1801.26,3530,335,36787.3,1.82,Basic,27,38,10,61.14,2,Innovative,Low,Average,Long,Medium,Low
23475.72,1372,851,72847.57,4.17,Basic,20,59,169,249.28,1,Stylish,Medium,Excellent,Long,Very High,Low
11810.87,1029,851,7135.18,2.72,Premium,25,52,52,171.63,2,Innovative,Low,Average,Long,High,Low
26220.96,2834,742,9220.88,4.36,Basic,22,26,90,168.56,1,Stylish,High,Excellent,Long,Medium,Low
12806.7,2092,14,45081.65,4.19,Premium,1,36,134,423.99,2,Durable,Medium,Excellent,Short,Medium,Low
37798.94,786,861,29423.03,4.77,Basic,28,58,96,185.31,2,Innovative,High,Excellent,Very Long,Very High,Low
27817.69,74,938,63321.85,2.76,Basic,6,14,198,231.55,3,Innovative,High,Good,Short,Low,Medium
41313.94,1091,330,53754.3,3.18,Premium,1,55,27,419.84,1,Affordable,Very High,Good,Short,Very High,Low
8251.46,1674,831,87280.32,0.99,Basic,4,26,198,102.26,3,Stylish,Low,Poor,Short,Medium,Medium
45948.87,4378,605,29139.98,2.03,Standard,5,54,166,437.6,2,Affordable,Very High,Average,Short,High,Low
32632.07,1684,709,98418.42,1.88,Premium,13,19,57,474.49,1,Stylish,High,Average,Medium,Low,Low
2796.22,1073,231,89861.79,1.2,Premium,11,49,98,247.42,2,Affordable,Low,Poor,Medium,High,Low
7823.68,4003,555,77898.03,0.6,Premium,23,54,8,294.54,2,Innovative,Low,Poor,Long,High,Low
42034.53,4919,985,78383.66,2.69,Basic,6,61,103,391.48,1,Innovative,Very High,Average,Short,Very High,Low
20854.56,1486,379,83463.25,1.57,Standard,14,18,8,482.25,1,Innovative,Medium,Poor,Medium,Low,Low
5857.98,2508,877,99216.65,4.09,Standard,16,55,83,122.64,3,Durable,Low,Excellent,Medium,Very High,Medium
34813.82,972,99,54414.39,3.43,Standard,2,42,110,279.58,2,Innovative,High,Good,Short,High,Low
15387.84,2943,294,50304.71,1.3,Premium,9,55,135,57.19,4,Durable,Medium,Poor,Short,Very High,High
11054.68,1098,691,10063.08,1.49,Basic,21,15,21,359.28,1,Stylish,Low,Poor,Long,Low,Low
25841.57,2510,209,65914.82,2.83,Premium,5,26,65,122.08,3,Stylish,High,Good,Short,Medium,Medium
43310.44,3443,694,28587.06,1.11,Premium,2,54,90,416.84,3,Stylish,Very High,Poor,Short,High,Medium
23146.09,1657,578,22999.41,3.74,Basic,11,18,199,361.54,1,Affordable,Medium,Good,Medium,Low,Low
36362.49,4363,42,65874.7,3.55,Basic,28,18,191,235.26,1,Durable,High,Good,Very Long,Low,Low
49813.4,2142,529,67777.28,0.96,Premium,33,19,48,190.96,4,Innovative,Very High,Poor,Very Long,Low,High
11282.36,4409,139,97409.43,3.05,Basic,19,49,64,213.96,2,Affordable,Low,Good,Long,High,Low
31806.78,1664,867,64520.15,1.26,Standard,12,28,19,127.33,1,Stylish,High,Poor,Medium,Medium,Low
787.51,3861,654,37968.57,1.15,Standard,5,55,25,278.14,1,Stylish,Low,Poor,Short,Very High,Low
20973.16,3985,24,18741.29,3.52,Premium,4,34,45,199.95,1,Durable,Medium,Good,Short,Medium,Low
15358.71,4612,833,34736.78,4.15,Premium,6,69,62,81.47,1,Stylish,Medium,Excellent,Short,Very High,Low
20656.14,2127,712,86555.43,4.4,Standard,30,14,42,370.78,3,Durable,Medium,Excellent,Very Long,Low,Medium
10775.34,2483,378,45830.81,4.03,Basic,10,18,78,75.12,1,Innovative,Low,Excellent,Medium,Low,Low
13273.48,2144,719,76252.67,0.86,Basic,22,29,26,324.85,4,Stylish,Medium,Poor,Long,Medium,High
10167.09,3216,543,33574.91,2.96,Standard,13,29,89,207.44,1,Innovative,Low,Good,Medium,Medium,Low
46844.61,1072,97,67453.25,1.22,Premium,31,43,1,325.57,4,Affordable,Very High,Poor,Very Long,High,High
41406.37,1476,579,42917.69,2.06,Premium,29,62,170,394.66,4,Innovative,Very High,Average,Very Long,Very High,High
895.95,539,705,91980.59,3.64,Basic,16,23,41,357.24,2,Innovative,Low,Good,Medium,Low,Low
35638.21,4560,905,71554.03,4.86,Premium,3,40,49,355.91,4,Affordable,High,Excellent,Short,High,High
18321.28,4692,278,13564.02,3.59,Premium,17,13,17,498.8,2,Stylish,Medium,Good,Medium,Low,Low
38825.02,2139,59,79531.35,1.68,Basic,12,61,161,92.64,4,Stylish,Very High,Average,Medium,Very High,High
15277.7,2291,746,8752.62,2.58,Standard,1,58,136,410.27,4,Stylish,Medium,Average,Short,Very High,High
40579.23,4423,178,67163.03,4.12,Standard,35,23,118,491.91,4,Affordable,Very High,Excellent,Very Long,Low,High
14110.14,4334,114,84977.57,3.29,Basic,21,19,192,202.66,1,Affordable,Medium,Good,Long,Low,Low
48387.32,415,509,64681.14,3.42,Premium,19,42,104,171.54,3,Durable,Very High,Good,Long,High,Medium
38975.09,4989,897,95155.96,2.1,Premium,12,12,97,246.65,4,Stylish,Very High,Average,Medium,Low,High
41930.33,3720,146,49393.16,4.99,Standard,16,49,174,80.45,1,Innovative,Very High,Excellent,Medium,High,Low
13309.89,2484,163,63723.85,0.54,Premium,2,15,193,275.95,2,Durable,Medium,Poor,Short,Low,Low
9962.29,1743,982,87818.14,0.76,Standard,19,30,113,56.6,4,Innovative,Low,Poor,Long,Medium,High
9331.36,900,62,26108.43,3.26,Basic,17,22,198,331.96,2,Stylish,Low,Good,Medium,Low,Low
27228.8,2955,257,34876.56,1.6,Standard,7,13,185,112.2,4,Affordable,High,Poor,Short,Low,High
27903.35,2302,693,25824.61,2.92,Basic,17,20,65,356.16,3,Affordable,High,Good,Medium,Low,Medium
8449.4,224,820,66280.11,4.19,Basic,9,47,127,141.7,3,Innovative,Low,Excellent,Short,High,Medium
10681.66,151,500,40364.36,3.8,Basic,10,18,106,188.5,3,Affordable,Low,Good,Medium,Low,Medium
22082.15,2011,983,43977.9,4.86,Premium,8,40,141,218.05,3,Durable,Medium,Excellent,Short,High,Medium
44859.49,4349,55,65710.27,4.33,Basic,24,66,6,241.31,2,Stylish,Very High,Excellent,Long,Very High,Low
46675.85,1398,848,14358.16,2.92,Standard,28,23,94,337.98,3,Innovative,Very High,Good,Very Long,Low,Medium
13061.98,1393,138,18373.19,1.44,Basic,27,54,26,363.44,3,Innovative,Medium,Poor,Long,High,Medium
35308.67,4034,187,61336.91,2.61,Premium,15,35,42,351.08,3,Innovative,High,Average,Medium,Medium,Medium
26193.1,851,25,26056.54,2.47,Premium,9,31,97,202.12,4,Durable,High,Average,Short,Medium,High
38159.91,739,976,50682.77,3.69,Standard,31,50,166,72.4,1,Affordable,Very High,Good,Very Long,High,Low
32203.25,274,814,53998.33,2.18,Basic,6,18,116,333.47,1,Innovative,High,Average,Short,Low,Low
46614.48,906,646,6796.63,0.72,Premium,10,39,110,92.62,2,Innovative,Very High,Poor,Medium,Medium,Low
6805.43,2785,602,80230.93,0.53,Standard,32,58,195,305.44,1,Affordable,Low,Poor,Very Long,Very High,Low
684.63,4384,996,79751.46,2.04,Premium,10,46,154,163.23,4,Affordable,Low,Average,Medium,High,High
42027.94,3124,527,4283.88,3.52,Standard,31,56,95,434.77,1,Innovative,Very High,Good,Very Long,Very High,Low
47454.09,1611,816,61196.09,3.29,Premium,31,27,146,323.97,1,Innovative,Very High,Good,Very Long,Medium,Low
19722.7,1084,667,44665.48,2.7,Standard,15,68,40,190.47,1,Stylish,Medium,Average,Medium,Very High,Low
35917.95,4621,49,72051.06,3.07,Premium,34,38,78,461.04,1,Durable,High,Good,Very Long,Medium,Low
17125.87,3426,518,37426.07,1.37,Basic,22,29,5,400.08,1,Affordable,Medium,Poor,Long,Medium,Low
28879.67,1831,274,12856.53,4.12,Premium,2,32,95,327.29,2,Durable,High,Excellent,Short,Medium,Low
1765.43,2092,832,20544.32,1.82,Premium,33,25,47,82.39,3,Stylish,Low,Average,Very Long,Medium,Medium
25764.69,2883,102,1769.6,0.78,Premium,24,28,33,203.78,1,Affordable,High,Poor,Long,Medium,Low
48334.86,712,765,44377.31,1.26,Premium,3,66,77,433.71,2,Stylish,Very High,Poor,Short,Very High,Low
7884.11,995,354,30491.73,3.92,Standard,10,57,113,453.66,2,Affordable,Low,Excellent,Medium,Very High,Low
31079.15,474,712,36660.8,4.16,Premium,25,22,12,244.64,2,Durable,High,Excellent,Long,Low,Low
5200.79,1529,253,28283.26,1.83,Basic,3,16,167,441.59,4,Innovative,Low,Average,Short,Low,High
11217.42,4565,794,39086.62,0.98,Standard,18,26,64,101.98,4,Stylish,Low,Poor,Medium,Medium,High
29238.07,3377,864,81351.6,3.1,Standard,19,49,192,476.52,4,Innovative,High,Good,Long,High,High
46930.52,1199,921,67806.56,4.99,Premium,29,43,67,451.24,1,Durable,Very High,Excellent,Very Long,High,Low
5643.59,3727,413,78451.4,1.38,Premium,4,54,11,158.57,4,Durable,Low,Poor,Short,High,High
48311.2,597,509,74579.11,4.63,Basic,19,21,150,398.05,4,Durable,Very High,Excellent,Long,Low,High
15644.17,1781,920,66732.64,1.83,Basic,8,37,122,122.85,2,Innovative,Medium,Average,Short,Medium,Low
32382.59,4877,866,74244.12,2.53,Standard,28,13,39,332.93,2,Innovative,High,Average,Very Long,Low,Low
49746.41,1481,489,89086.74,4.51,Basic,26,31,153,296.01,3,Stylish,Very High,Excellent,Long,Medium,Medium
48228.09,1455,272,29279.62,4.11,Standard,2,66,155,202.71,3,Stylish,Very High,Excellent,Short,Very High,Medium
9161.61,1010,135,35354.75,3.08,Premium,35,47,99,384.42,2,Durable,Low,Good,Very Long,High,Low
21058.65,549,140,31593.52,2.87,Standard,28,64,70,339.94,4,Affordable,Medium,Good,Very Long,Very High,High
6489.98,501,460,46433.54,3.88,Standard,8,12,64,351.99,1,Stylish,Low,Good,Short,Low,Low
12439.98,2943,20,22663.53,0.68,Standard,28,31,105,492.02,3,Stylish,Low,Poor,Very Long,Medium,Medium
46086.87,2298,72,31397.36,3.82,Standard,1,69,28,228.72,3,Innovative,Very High,Good,Short,Very High,Medium
39411.0,4703,567,9437.82,2.95,Basic,29,16,5,201.04,3,Durable,Very High,Good,Very Long,Low,Medium
23676.28,1496,421,69335.58,4.15,Standard,29,42,125,159.81,3,Durable,Medium,Excellent,Very Long,High,Medium
10007.44,3139,276,22927.99,1.82,Premium,7,24,101,285.82,3,Affordable,Low,Average,Short,Low,Medium
5891.27,2528,886,64005.83,1.14,Basic,19,17,154,199.06,2,Innovative,Low,Poor,Long,Low,Low
20212.74,1000,732,9543.5,4.17,Premium,14,18,175,462.65,3,Durable,Medium,Excellent,Medium,Low,Medium
37928.47,4154,323,67253.79,3.47,Standard,34,63,103,409.97,2,Durable,Very High,Good,Very Long,Very High,Low
32418.2,338,36,5146.24,0.77,Premium,6,60,66,262.96,3,Innovative,High,Poor,Short,Very High,Medium
42420.16,252,858,13798.02,3.61,Premium,22,23,163,236.72,1,Affordable,Very High,Good,Long,Low,Low
4714.81,3575,3,91231.06,1.14,Premium,31,53,34,483.6,3,Durable,Low,Poor,Very Long,High,Medium
42373.05,1204,453,70916.44,1.83,Basic,30,50,74,439.32,4,Affordable,Very High,Average,Very Long,High,High
28151.52,4799,624,96525.15,1.39,Premium,10,43,71,161.23,3,Innovative,High,Poor,Medium,High,Medium
15437.98,4161,353,27985.57,2.86,Basic,4,49,10,467.44,2,Durable,Medium,Good,Short,High,Low
40008.35,595,55,83157.96,4.52,Premium,16,43,102,199.68,1,Innovative,Very High,Excellent,Medium,High,Low
19924.47,3093,693,92298.36,3.46,Basic,28,59,136,422.62,3,Affordable,Medium,Good,Very Long,Very High,Medium
23282.34,4342,409,5561.72,0.82,Standard,20,12,149,108.62,2,Stylish,Medium,Poor,Long,Low,Low
34557.17,1947,792,26682.9,4.45,Premium,20,24,127,467.63,3,Durable,High,Excellent,Long,Low,Medium
38898.25,4631,82,91186.35,3.28,Standard,23,17,114,348.9,2,Affordable,Very High,Good,Long,Low,Low
32347.63,1787,966,59154.94,1.16,Basic,11,47,105,356.07,2,Durable,High,Poor,Medium,High,Low
44952.28,1096,259,64356.2,3.79,Standard,31,65,111,468.92,4,Stylish,Very High,Good,Very Long,Very High,High
44147.56,1859,482,39046.22,1.53,Premium,31,62,192,74.96,4,Innovative,Very High,Poor,Very Long,Very High,High
4472.7,1192,809,12008.8,1.3,Standard,30,29,188,154.53,1,Affordable,Low,Poor,Very Long,Medium,Low
21813.35,1612,554,66491.3,1.31,Standard,25,33,182,294.13,3,Innovative,Medium,Poor,Long,Medium,Medium
34925.04,3275,481,86083.11,2.73,Standard,35,25,174,349.95,1,Innovative,High,Average,Very Long,Medium,Low
44531.71,4490,185,87979.69,4.86,Standard,29,55,147,300.98,1,Affordable,Very High,Excellent,Very Long,Very High,Low
42701.89,3622,129,73136.43,0.83,Premium,26,26,10,123.6,2,Stylish,Very High,Poor,Long,Medium,Low
3243.23,4175,372,53710.38,1.15,Standard,19,15,108,123.15,3,Stylish,Low,Poor,Long,Low,Medium
2762.09,810,899,24631.86,4.65,Basic,20,19,152,438.79,2,Innovative,Low,Excellent,Long,Low,Low
41149.94,4760,972,40823.34,1.19,Standard,26,50,108,330.4,3,Innovative,Very High,Poor,Long,High,Medium
32140.24,2241,25,33373.38,2.02,Premium,15,33,25,75.22,1,Affordable,High,Average,Medium,Medium,Low
26397.23,3908,296,29530.53,4.72,Standard,35,26,171,225.3,4,Innovative,High,Excellent,Very Long,Medium,High
47915.57,3112,439,58820.16,2.29,Standard,3,67,95,260.94,1,Stylish,Very High,Average,Short,Very High,Low
18007.22,1599,978,38067.03,2.0,Basic,13,19,177,456.29,1,Innovative,Medium,Average,Medium,Low,Low
5999.66,3711,870,50711.04,2.71,Standard,31,45,115,190.0,3,Innovative,Low,Average,Very Long,High,Medium
7873.36,4707,407,2191.81,1.51,Premium,6,41,94,388.48,1,Affordable,Low,Poor,Short,High,Low
4927.33,2349,869,18230.6,3.73,Basic,14,49,178,149.66,1,Innovative,Low,Good,Medium,High,Low
4150.75,4335,606,64256.51,1.42,Basic,30,20,110,287.32,4,Durable,Low,Poor,Very Long,Low,High
34982.29,3942,176,19059.41,1.98,Basic,16,49,169,84.05,1,Durable,High,Average,Medium,High,Low
28776.08,519,554,48772.45,3.79,Standard,23,26,7,77.16,4,Innovative,High,Good,Long,Medium,High
27772.05,3519,484,51928.29,4.42,Standard,33,43,68,301.01,4,Stylish,High,Excellent,Very Long,High,High
36847.63,709,560,4395.48,1.19,Standard,9,40,140,290.4,4,Affordable,High,Poor,Short,High,High
49271.45,3335,826,21774.18,0.8,Standard,3,28,15,124.7,1,Durable,Very High,Poor,Short,Medium,Low
4299.9,3130,592,61309.41,1.09,Premium,28,13,67,94.75,3,Innovative,Low,Poor,Very Long,Low,Medium
32627.33,353,200,7961.8,1.29,Standard,4,64,168,416.98,4,Stylish,High,Poor,Short,Very High,High
29160.28,4730,21,88197.3,3.81,Basic,17,59,65,435.29,4,Affordable,High,Good,Medium,Very High,High
41225.04,1991,364,52925.55,2.58,Premium,15,60,159,466.45,1,Durable,Very High,Average,Medium,Very High,Low
4152.38,1344,805,38006.79,4.14,Standard,21,22,66,332.5,2,Durable,Low,Excellent,Long,Low,Low
48542.66,4435,81,59653.56,4.07,Basic,22,68,95,200.74,1,Durable,Very High,Excellent,Long,Very High,Low
12478.44,1356,539,94461.02,4.5,Premium,14,40,161,338.81,2,Affordable,Low,Excellent,Medium,High,Low
13805.24,3478,242,54525.09,4.01,Basic,35,49,54,476.0,4,Affordable,Medium,Excellent,Very Long,High,High
5011.59,2973,947,25545.6,4.98,Premium,33,32,168,477.15,3,Innovative,Low,Excellent,Very Long,Medium,Medium
17047.98,4675,336,29562.44,1.3,Basic,27,35,172,237.92,4,Affordable,Medium,Poor,Long,Medium,High
4797.51,1088,639,34570.14,3.64,Standard,20,26,116,246.21,3,Stylish,Low,Good,Long,Medium,Medium
40664.34,3600,760,18860.71,1.63,Standard,31,69,93,124.64,1,Stylish,Very High,Poor,Very Long,Very High,Low
19420.49,2167,914,93451.04,3.98,Premium,6,50,94,330.22,2,Affordable,Medium,Excellent,Short,High,Low
41674.66,476,545,38503.43,3.08,Basic,16,19,149,421.22,4,Affordable,Very High,Good,Medium,Low,High
36813.66,736,55,65034.96,2.64,Premium,34,41,47,380.47,2,Innovative,High,Average,Very Long,High,Low
26653.95,992,697,30680.41,4.4,Standard,14,25,181,352.96,4,Durable,High,Excellent,Medium,Medium,High
45446.98,4132,31,86830.02,4.28,Basic,25,15,86,89.85,2,Affordable,Very High,Excellent,Long,Low,Low
25376.75,3977,747,54023.61,2.43,Basic,35,46,36,425.21,1,Innovative,High,Average,Very Long,High,Low
31928.8,68,10,64332.16,0.61,Standard,29,61,66,425.8,1,Durable,High,Poor,Very Long,Very High,Low
15276.7,149,784,73747.77,3.53,Standard,31,65,117,171.87,4,Durable,Medium,Good,Very Long,Very High,High
44391.2,1987,652,56390.94,2.86,Premium,3,35,66,200.93,1,Durable,Very High,Good,Short,Medium,Low
10824.22,3476,277,16514.63,1.5,Standard,12,19,151,265.52,4,Innovative,Low,Poor,Medium,Low,High
44869.23,715,259,2970.19,4.13,Basic,23,37,167,367.8,1,Stylish,Very High,Excellent,Long,Medium,Low
4834.54,71,403,64333.47,1.26,Standard,12,59,132,328.08,3,Durable,Low,Poor,Medium,Very High,Medium
24590.71,3057,966,32965.96,2.39,Standard,13,63,45,449.27,1,Durable,Medium,Average,Medium,Very High,Low
34241.98,2633,388,90971.01,3.5,Basic,16,14,187,280.63,4,Stylish,High,Good,Medium,Low,High
19904.35,1624,608,40150.34,1.44,Standard,18,67,170,71.81,1,Affordable,Medium,Poor,Medium,Very High,Low
47482.89,2487,57,76429.01,0.81,Standard,28,37,105,136.08,2,Durable,Very High,Poor,Very Long,Medium,Low
47043.18,4235,929,43078.92,1.63,Standard,24,59,143,280.26,2,Affordable,Very High,Poor,Long,Very High,Low
29438.94,3351,688,36916.65,2.04,Basic,6,12,147,328.99,3,Innovative,High,Average,Short,Low,Medium
11464.84,1296,104,12883.11,0.9,Standard,24,41,2,328.77,4,Stylish,Low,Poor,Long,High,High
10613.75,3604,497,87737.62,1.19,Basic,31,20,99,155.54,2,Durable,Low,Poor,Very Long,Low,Low
694.03,1228,143,31978.23,2.57,Basic,8,54,11,229.95,2,Innovative,Low,Average,Short,High,Low
29879.05,4113,443,73007.15,4.91,Standard,8,35,94,464.89,1,Affordable,High,Excellent,Short,Medium,Low
22432.1,4303,628,88648.8,2.85,Premium,27,12,195,432.79,2,Innovative,Medium,Good,Long,Low,Low
47126.69,566,993,88633.77,1.26,Standard,14,21,110,73.37,3,Innovative,Very High,Poor,Medium,Low,Medium
42883.11,2914,549,63889.01,2.81,Premium,9,69,38,125.82,3,Innovative,Very High,Good,Short,Very High,Medium
2446.58,1986,767,86167.14,1.96,Standard,14,48,173,393.45,4,Stylish,Low,Average,Medium,High,High
17920.5,1696,91,28547.68,3.72,Premium,29,39,38,65.63,1,Affordable,Medium,Good,Very Long,Medium,Low
35390.11,440,823,81549.66,2.61,Basic,28,42,131,79.02,2,Innovative,High,Average,Very Long,High,Low
30945.53,91,422,39799.07,4.41,Premium,26,15,115,61.58,1,Durable,High,Excellent,Long,Low,Low
4852.17,4306,959,15350.9,1.84,Standard,17,38,161,311.02,4,Innovative,Low,Average,Medium,Medium,High
6206.36,4851,803,75995.71,2.34,Premium,26,22,43,264.16,2,Affordable,Low,Average,Long,Low,Low
47294.47,2299,943,58383.05,0.91,Premium,17,45,147,229.45,4,Innovative,Very High,Poor,Medium,High,High
42815.51,112,472,23417.44,4.98,Basic,18,13,51,302.06,4,Stylish,Very High,Excellent,Medium,Low,High
39449.91,290,783,42392.55,0.86,Premium,13,66,143,184.08,1,Durable,Very High,Poor,Medium,Very High,Low
47833.94,738,525,23427.92,3.84,Standard,35,29,104,137.32,3,Affordable,Very High,Good,Very Long,Medium,Medium
22052.94,3708,964,41533.71,4.26,Premium,13,47,136,400.06,3,Stylish,Medium,Excellent,Medium,High,Medium
21940.04,2363,318,69562.21,0.65,Standard,29,44,15,439.7,2,Affordable,Medium,Poor,Very Long,High,Low
21116.66,4727,433,60165.89,0.61,Standard,35,53,81,170.95,1,Innovative,Medium,Poor,Very Long,High,Low
1061.7,1724,268,69075.67,3.65,Standard,5,46,51,432.51,2,Affordable,Low,Good,Short,High,Low
42103.92,3265,439,21632.36,0.56,Premium,29,48,52,355.05,4,Durable,Very High,Poor,Very Long,High,High
30639.43,229,871,93886.73,2.73,Basic,19,56,183,463.69,4,Affordable,High,Average,Long,Very High,High
13187.23,830,839,41332.9,2.22,Basic,9,43,5,257.35,1,Innovative,Medium,Average,Short,High,Low
15598.95,3259,851,65149.0,1.74,Standard,25,13,66,205.35,3,Stylish,Medium,Average,Long,Low,Medium
38899.99,261,730,60314.6,3.84,Premium,28,26,188,213.12,3,Innovative,Very High,Good,Very Long,Medium,Medium
3489.16,1084,744,64111.31,2.3,Premium,35,38,64,116.22,3,Stylish,Low,Average,Very Long,Medium,Medium
8643.06,331,947,30722.45,3.38,Premium,15,38,133,270.78,3,Durable,Low,Good,Medium,Medium,Medium
37358.68,4475,338,9021.69,1.08,Premium,29,60,168,383.69,4,Stylish,High,Poor,Very Long,Very High,High
39738.25,4755,915,90087.62,0.77,Standard,28,29,159,113.12,1,Stylish,Very High,Poor,Very Long,Medium,Low
35840.02,2968,585,60180.36,4.94,Standard,2,67,145,356.55,2,Affordable,High,Excellent,Short,Very High,Low
15243.69,320,880,22542.14,2.38,Standard,18,35,62,461.36,3,Affordable,Medium,Average,Medium,Medium,Medium
14663.7,4812,973,97589.28,1.33,Standard,31,15,135,354.29,2,Affordable,Medium,Poor,Very Long,Low,Low
18863.3,3239,956,46794.7,0.7,Basic,5,42,64,110.93,1,Innovative,Medium,Poor,Short,High,Low
10021.77,4276,367,73322.83,1.56,Premium,14,46,135,352.66,1,Durable,Low,Poor,Medium,High,Low
29519.2,432,779,12185.43,4.51,Basic,31,28,123,482.74,2,Stylish,High,Excellent,Very Long,Medium,Low
5428.92,1077,684,9601.83,2.9,Standard,21,14,18,172.06,3,Innovative,Low,Good,Long,Low,Medium
31300.41,1256,401,78440.84,2.17,Premium,34,57,107,435.2,1,Stylish,High,Average,Very Long,Very High,Low
9689.29,1666,879,24161.94,2.21,Standard,4,62,111,273.37,4,Stylish,Low,Average,Short,Very High,High
4113.03,3158,538,4960.35,2.42,Basic,9,51,50,212.33,1,Stylish,Low,Average,Short,High,Low
41179.75,2804,455,22644.17,2.06,Basic,30,29,185,446.45,2,Stylish,Very High,Average,Very Long,Medium,Low
43792.27,4624,408,92047.61,3.51,Standard,16,12,120,430.28,3,Stylish,Very High,Good,Medium,Low,Medium
3358.39,2967,563,14083.15,2.71,Premium,26,21,87,432.15,2,Durable,Low,Average,Long,Low,Low
36742.84,4586,413,40756.05,1.73,Standard,33,20,186,251.65,2,Innovative,High,Average,Very Long,Low,Low
40772.82,1645,895,21283.52,1.16,Basic,1,52,180,67.11,1,Innovative,Very High,Poor,Short,High,Low
38634.11,3572,202,76956.57,3.66,Premium,33,67,166,272.92,1,Durable,Very High,Good,Very Long,Very High,Low
29140.51,865,948,68158.54,3.23,Basic,24,42,84,388.87,1,Innovative,High,Good,Long,High,Low
2224.5,1080,865,69180.84,0.96,Standard,22,34,108,213.02,1,Stylish,Low,Poor,Long,Medium,Low
44019.66,3403,427,30692.69,2.25,Basic,34,11,96,475.21,3,Innovative,Very High,Average,Very Long,Low,Medium
2240.59,652,943,45972.3,1.65,Basic,23,69,72,359.19,1,Stylish,Low,Average,Long,Very High,Low
25168.16,2754,637,49025.97,3.72,Standard,17,65,151,433.52,1,Affordable,High,Good,Medium,Very High,Low
6143.15,430,574,28815.59,2.34,Basic,35,64,191,428.97,4,Stylish,Low,Average,Very Long,Very High,High
8019.92,1681,372,80703.16,1.25,Premium,23,41,51,397.87,2,Innovative,Low,Poor,Long,High,Low
35525.25,962,957,4937.59,4.05,Standard,11,37,66,325.5,4,Innovative,High,Excellent,Medium,Medium,High
32185.91,237,134,80363.0,2.23,Premium,2,10,26,405.46,2,Durable,High,Average,Short,Low,Low
11862.14,849,452,88366.99,0.63,Standard,27,57,7,115.02,1,Stylish,Low,Poor,Long,Very High,Low
14390.72,1270,739,74681.96,1.38,Premium,4,61,11,231.81,4,Durable,Medium,Poor,Short,Very High,High
32831.7,1917,28,20220.53,3.65,Premium,25,10,66,478.22,2,Durable,High,Good,Long,Low,Low
39247.65,1179,11,90132.28,3.13,Premium,8,60,38,359.47,1,Stylish,Very High,Good,Short,Very High,Low
22344.53,4594,671,60368.83,0.79,Basic,21,37,27,428.19,4,Innovative,Medium,Poor,Long,Medium,High
